Abbreviation,Number,Full Title,Raw Credits,Min Credits,Max Credits,Has Credit Range,Gen-Eds,Full Description
MTSC,840,New Technologies and Device Architecture,3.0,3.0,3.0,False,[],"Survey of novel and emerging device technologies. Resonant tunneling transistors, HEMT, opto-electronic devices and optical communication and computation, low-temperature electronic, hybrid superconductor devices. Requisites: Prerequisites, APPL 470 or PHYS 573, MTSC 615, and 730; permission of the instructor for students lacking the prerequisites. Grading status: Letter grade. "
MTSC,871,Solid State Physics,3.0,3.0,3.0,False,[],"Equivalent experience for students lacking the prerequisite. Topics considered include those of PHYS 573, but at a more advanced level, and in addition a detailed discussion of the interaction of waves (electromagnetic, elastic, and electron waves) with periodic structures, e. g. , X-ray diffraction, phonons, band theory of metals and semiconductors. Requisites: Prerequisite, PHYS 421. Grading status: Letter grade. Same as: PHYS 871. "
MTSC,872,Solid State Physics II,3.0,3.0,3.0,False,[],"Topics considered include quantum and thermal fluctuations, and thermodynamics of phase transitions in a broad variety  of condensed matter systems, their kinetic theory and hydrodynamics, novel materials (two-dimensional electron gas, graphene, topological insulators and superconductors, Dirac/Weyl/nodal line semimetals), condensed matter applications of modern field-theoretical methods (path integral, renormalization group, holography). Requisites: Prerequisite, PHYS 871. Grading status: Letter grade. Same as: PHYS 872. "
MTSC,891,Special Topics in Material Science,13.0,1.0,3.0,True,[],"Permission of the department. Current topics in materials science, including electronic and optical materials, polymers, and biomaterials. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics. Grading status: Letter grade. "
MTSC,892,Special Topics in Material Sciences,3.0,3.0,3.0,False,[],Advanced specialty topics in material sciences for graduate students. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 4 total completions. Grading status: Letter grade. 
MTSC,893,Special Topics in Material Sciences,3.0,3.0,3.0,False,[],Advanced specialty topics in material sciences for graduate students. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 4 total completions. Grading status: Letter grade. 
MTSC,894,Special Topics in Material Sciences,3.0,3.0,3.0,False,[],Advanced specialty topics in material sciences for graduate students. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 4 total completions. Grading status: Letter grade. 
MTSC,895,Special Topics in Material Sciences,3.0,3.0,3.0,False,[],Advanced specialty topics in material sciences for graduates students. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 4 total completions. Grading status: Letter grade. 
MTSC,896,Special Topics in Material Sciences,3.0,3.0,3.0,False,[],Advanced specialty topics in material sciences for graduates. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 1 total completions. Grading status: Letter grade. 
MTSC,897,Special Topics in Material Sciences,3.0,3.0,3.0,False,[],Advanced specialty topics in material sciences for graduate students. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 4 total completions. Grading status: Letter grade. 
MTSC,898,Special Topics in Material Sciences,3.0,3.0,3.0,False,[],Advanced specialty topics in material sciences for graduate students. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 4 total completions. Grading status: Letter grade. 
MTSC,899,Special Topics in Material Sciences,3.0,3.0,3.0,False,[],Advanced specialty topics in material sciences for graduate students. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 4 total completions. Grading status: Letter grade. 
MTSC,992,Master's (Non-Thesis),3.0,3.0,3.0,False,[],
MTSC,993,Master's Research and Thesis,3.0,3.0,3.0,False,[],Permission of the department. Repeat rules: May be repeated for credit. 
MTSC,994,Doctoral Research and Dissertation,3.0,3.0,3.0,False,[],Permission of the department. Repeat rules: May be repeated for credit. 

MHCH,605,Breastfeeding and Global Health Seminar,3.0,3.0,3.0,False,[],"This survey course will briefly cover the principal topics in this broad field of knowledge, including domestic and global issues. Grading status: Letter grade. "
MHCH,610,Issues in Maternal and Child Health,3.0,3.0,3.0,False,[],Permission of the instructor. For students outside the department of MCH who desire a survey of current issues and programs in maternal and child health. Three lecture hours per week. Grading status: Letter grade. 
MHCH,611,Food And Your Life Stages,3.0,3.0,3.0,False,[],"This course covers nutrition during the life cycle. Units include women during preconception, pregnancy, and lactation; infancy; childhood; adolescence; and older adults (65+). Nutrient and energy needs, assessment of nutritional status, and cultural and socioeconomic barriers are discussed for each phase. Requisites: Prerequisite, NUTR 240. Grading status: Letter grade. Same as: NUTR 611. "
MHCH,625,Injury as a Public Health Problem,3.0,3.0,3.0,False,[],"This course examines unintentional injuries from a public health perspective. The course covers core concepts in injury prevention and control, including the epidemiology of unintentional injury, prevention strategies, behavioral models, child and adolescent injury, messaging framing, the Haddon matrix, and injury surveillance. Requisites: Corequisite, EPID 600. Grading status: Letter grade. Same as: EPID 625, HBEH 625. "
MHCH,626,Violence as a Public Health Problem,3.0,3.0,3.0,False,[],"This course covers core concepts in violence prevention and control, including the epidemiology of violence, prevention strategies for inter-personal and intra-personal violence, behavioral models that describe power structures that reinforce personal and societal factors affecting self-harm and violence towards others, and violence directed towards children and adolescents. Requisites: Prerequisite, EPID 625. Grading status: Letter grade. Same as: EPID 626, HBEH 626. "
MHCH,664,Globalization and Health,3.0,3.0,3.0,False,[],"Globalization--its economic, environmental, political, technological, institutional, and sociocultural dimensions--historically and currently contributes to beneficial and adverse effects on population, community, and family and individual health. Grading status: Letter grade. Same as: HPM 664. "
MHCH,665,Introduction to Racial and Ethnic Health Disparities,1.0,1.0,1.0,False,[],Eliminating health disparities is a national goal for improving the health of Americans. Little to no progress has been made on eliminating disparities among racial/ethnic subpopulations compared to the population of the United States. This course treats basic concepts about the origins of and contributing factors for health disparities. Grading status: Letter grade. 
MHCH,680,Global Sexual and Reproductive Health,1.0,1.0,1.0,False,[],"Featuring international experts from UNC-Chapel Hill and Triangle-based nongovernmental organizations, this course will offer a series of lectures, panel discussions, and debates to inform students' critical thinking on key public health issues in global sexual and reproductive health. Grading status: Letter grade. "
MHCH,685,Human Sexuality,1.0,1.0,1.0,False,[],"Through lectures and panel discussions this course will use a life span framework to examine selected aspects of sexual development, including perspectives on sexuality; the physical self; sexual attraction, behavior, and relationships; and the implications of these factors for physical and mental health. No prerequisites; all students are welcome. Grading status: Letter grade. "
MHCH,690,Special Topics in Maternal Health and Child Health,13.0,1.0,3.0,True,[],Special topics in maternal health and child health. Content will vary from semester to semester. Repeat rules: May be repeated for credit; may be repeated in the same term for different topics; 12 total credits. 4 total completions. Grading status: Letter grade. 
MHCH,701,Foundations of Maternal and Child Health I,3.0,3.0,3.0,False,[],"This course introduces the major issues affecting the health and well-being of women during the reproductive years, infants, children, and adolescents in domestic and international settings. First semester of a two-semester course. Permission of the instructor for non-majors. Grading status: Letter grade. "
